County,EFO Name,Permit Date,Permit No,API No,Operator Name,Well Name and Number,Latitude,Longitude,Elevation,Formation at Total Depth,Purpose af Well
Morgan,Knoxville,41257,12434,129-21966,Diversified Production LLC,Emory River LLC #HW-1512,36.158194,-84.592889,1384.4,St. Louis Limestone,Oil And Gas
Morgan,Knoxville,41257,12432,129-21964,Diversified Production LLC,"Emory River, LLC #HW-1514",36.170333,-84.607694,1616.8,St. Louis Limestone,Oil And Gas
Morgan,Knoxville,41257,12433,129-21965,Diversified Production LLC,Emory River LLC #HW-1513,36.167,-84.600167,1426.3,St. Louis Limestone,Oil And Gas
Scott,Knoxville,41215,12404,151-21659,"Enrema, LLC",Cumberland Plateau Partners LLC #CPP-H-1,36.350139,-84.640278,1326,Fort Payne Formation,Oil
Anderson,Knoxville,41050,12334,001-20445,Diversified Production LLC,MAP0406 (General Partnership) #AD-1095,36.142833,-84.337806,2251.4,Chattanooga Shale,Oil
Scott,Knoxville,41050,12337,151-21658,Diversified Production LLC,MAPO0406 (General Partnership) #AD-1093,36.203583,-84.416306,1518.8,Chattanooga Shale,Oil
Scott,Knoxville,41050,12336,151-21657,Diversified Production LLC,MAP0406(General Partnership) #AD-1094,36.200889,-84.41275,1549.4,Chattanooga Shale,Oil
Anderson,Knoxville,41033,12326,001-20444,Diversified Production LLC,"Michael, Ron, Shawn, John Harris #AH-1040",36.181444,-84.3605,2273.3,Sequatchie Formation,Gas
Morgan,Knoxville,41003,12324,129-21963,"Outdoor Resources, Inc.",Mike Townley #1,36.139472,-84.830667,1535.7,Monteagle Limestone,Oil And Gas
Anderson,Knoxville,40970,12309,001-20442,Diversified Production LLC,MAP0406 General Partnership #AH-1044,36.194611,-84.349194,2264,Chattanooga Shale,Gas
Morgan,Knoxville,40970,12307,129-21961,Diversified Production LLC,"Emory River, LLC #HW-1508",36.166889,-84.603861,1441.6,Monteagle Limestone,Oil
Morgan,Knoxville,40970,12308,129-21962,Diversified Production LLC,"Emory River, LLC #HW-1511",36.156694,-84.599583,1391.1,Chattanooga Shale,Oil And Gas
Anderson,Knoxville,40970,12310,001-20443,Diversified Production LLC,MAP0406 General Partnership #AH-1046,36.194722,-84.349,2264.3,Sequatchie Formation,Gas
Morgan,Knoxville,40934,12297,129-21959,"Outdoor Resources, Inc.",Daniel & Frank Susak #1,36.139167,-84.775694,1460.6,Fort Payne Formation,Oil And Gas
Morgan,Knoxville,40934,12299,129-21960,Diversified Production LLC,Emory River LLC #HH-1040,36.216667,-84.610278,1724.1,Chattanooga Shale,Gas
Morgan,Knoxville,40934,12296,129-21958,"Enrema, LLC",William Werner #8,36.134528,-84.775472,1401.9,Monteagle Limestone,Oil And Gas
Scott,Knoxville,40911,12286,151-21655,Diversified Production LLC,Brimestone Company Unit #BH-1014,36.3035,-84.479806,1967.4,Chattanooga Shale,Gas
Scott,Knoxville,40911,12285,151-21654,Diversified Production LLC,Brimestone Company Unit #BH-1006,36.291667,-84.468444,2229.4,Chattanooga Shale,Gas
Scott,Knoxville,40911,12287,151-21656,Diversified Production LLC,Brimstone Company #BH-1008,36.291583,-84.468639,2224.8,Chattanooga Shale,Gas
